전체날짜,종목명,제목,본문
2022.06.17 17:44,카카오,윤정부를 경험할수록 깨닫는,"문재인 각하의 빈자리..
그립습니다 각하.."
2022.06.17 17:51,카카오,앵두햄이 금리가올라갈때도올라가는게주도주랫다,그럼 천보 에코프로비엠 앨엔에프 이게주도주다 카카오는 이미 17만고점에서 세력이다 털엇다
2022.06.17 17:59,카카오,"이주식 적정 가격은 코로나 전 페이,뱅크 분할하기전 35,000 도","고평가된 가격으로....
13,000원이 적정가격으로 본다..
분할해 버려서 껍데기만 남은 회사이다..
네이버와 비교해 보아라..."
2022.06.17 17:59,카카오,어차피,등산하다보면 정상에서 내려올때 내리막길도 쉬었다가 내려가는거지 ㆍㆍㅋ
2022.06.17 18:07,카카오,이때 살게요,"60,100원에 들어갈게요!"
2022.06.17 18:09,카카오,형들. . 진지하게 물어봄,저도 물타기 할껀데 오랫동안 들고있어야할듯~딴데다 넣고 돈을 불리느냐?17층에서 물좀 타느냐?그것이 문제네요
2022.06.17 18:15,카카오,전설의 고점 17만원 오긴 올까여? ㅜ,"저는
0주 보유중입니다."
2022.06.17 18:34,카카오,앵두 보아라,"네 뇌에 구멍이 난건지 , 최고점부터 이지경이 될때까지 카카오 사라고 막 소리지르는거보고 진짜 기겁을 했다 , 물린이들 우얄꼬 .. 너 돈도 받잖아 , 돈 받치고 계좌 작살나고 , 신용으로 거지된 사람들 ..... 아이고 나무아비타불 관세음보살 관세음보살..그 죄를 어찌할꼬 , 세치혀로 사람들의 재산을 몰락시키고 그 죄를 어찌할꼬 , 관세음보살 관세음보살"
2022.06.17 18:34,카카오,유앵두 리버스이론,"우리 앵두햄이
72,000원이 바닥이란다
그럼 바닥아니다 더떨어진다
지하실 있다 명심해라"
2022.06.17 19:02,카카오,무슨놈의 대형주가 8일동안 주구장창 하락해,개카오
2022.06.17 19:41,카카오,카카오,곡소리 들린다 ?
2022.06.17 19:43,카카오,영두,오늘 생유튜브 하는데 또 유대자본 주도주 ㅋㅋ 정말 토나온다 ㅋㅋ 댓글보니 회장님 믿습니다 ㅋㅋ 정말 웃겨서..저런것들도 주식하다니..
2022.06.17 19:51,카카오,[삭제된 게시물의 답글]이반장이지~~~~~~~~~~~~~~~`,"이반장이 카카오 절대 사지 말라고 2년간 외침~~~~~~~ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ



난 이반장 말이 100% 맞다고 봐~~


악덕기업 카카오를 왜사냐~~~~ㅋㅋㅋㅋㅋㅋㅋㅋ


염씨 염부장 염이사 그런 띨뿡한 인간들만 좋아하는 종목이지 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ"
2022.06.17 20:04,카카오,내년까지 쳐다도 안보마,내후년 3만원에 봅시다
2022.06.17 20:22,카카오,카카오 주가조작,제가 알아보겠습니다.
2022.06.17 20:26,카카오,모든 주가 하락은 공매 도 실수다 나쁜놈,"공매 가 공매짖을 해야지 이것은 공매가
나라를 망하게 하는것이다
용산 맷돼지 새끼 짖인가 산에서 용산에
내려 온뒤 주식 하루도 오른날이 없고
공매가 개판을?다
주가가 빠지면 공매가 매수후 나중에 되팔기로 했는대 이것은 아니 잔아 OOO"
2022.06.17 20:35,카카오,경제방송 앵크가 주가 조작 이나 마찬가지개소리를했다,"자기들 유료 방 종목에 만 아가리벌리고
멀쩡한 종목들을 콩이니 팥이니 왜 하나
삼전도 2년전에 5만에 입성 7만 까지갈려고하니까 5만원×50을보면된다
너무비싸다 이소리에 겨우겨우5만에 손절했다 지금은왜 삼성을 두둔하나
물 묵었나"
2022.06.17 20:50,카카오,ㅋ이거,"똥바가지를 던져도 좋다고 개미들
달려드니 기분 째지겠네 ㆍㆍ"
2022.06.17 20:51,카카오,그냥,모르겠으면 시총만봐라ㆍㆍ정상인지 ㅋ
2022.06.17 20:56,카카오,제2의 IMF임박 무섭다 그시절,진짜 올것 같다.
2022.06.17 21:02,카카오,버스 옆좌석에 앉은 아저씨에게 화근내가 너무나기에..,조용히 혹시 집에 불이났습니까 물어보니 아냐 6개월전에 몰빵한 카카오땜시 가슴에 불이나 다 타서 온몸에서 화근내가 난다고허더라 ㅠ
2022.06.17 21:04,카카오,4일 근무,축하드립니다 월요일 4일 근무 축하 기념 상
2022.06.17 21:09,카카오,"카카""오 직원들은 좋겠네""…다음 달부터 주 4일제 도입",.
2022.06.17 21:52,카카오,"격주 주4일 근무제, 카카오 모빌리티 매각논의중에 직원들 노조가입증가..","카카오엔터테인먼트는 sm인수하여 나스닥 상장을 고려하였으나 자금조달 문제로 난항에 있고, 카카오모빌리티 상장이 어려워지자 매각으로 방향전환 할려하나 내부적인 노조문제로 인해 앞으로 회사매각도 어려워질듯..카카오에 속해 편한 생활
(?) 할려는 직원들로 인해 앞으로 망할일밖엔 안보인다."
2022.06.17 22:22,카카오,https://youtube.com/shorts/IeTsM9K9iII?feature=share,!!!
2022.06.17 22:37,카카오,다음주초는 살짝 올려주고,"후반에
6만초까지 쳐누를듯"
2022.06.17 22:41,카카오,"공매도 급소를 노려라: 상한가 매도, 윗호가 매수","어차피 오를 구간이니 주가는 무의미
주식 수를 늘려가야 하는 시점입니다.
물량 매집하는 윗호가에 n주씩 매수!

※게임스톱이 공격적 매수(시장가)로 공매도를 몰아낸 것과 달리 우리는 방어적 매수(윗호가)로 공매도 스스로 물러나도록 만들어야 합니다.

공매도) ||||||||||
——————————————————
윗호가) |||||||||||||||| ※ 공매도 매수 대기창
최저점) ||||||||||||

주식을 보유하지 않은 공매도가 가능한 이유는 주식의 매도주문 시점과 실제 결제시점이 다르기 때문입니다.

공매도는 이러한 시차를 이용해 매도주문시점보다 싼 물량을 확보하고자 합니다. 즉, 살(초도 물량)을 넘겨주고 뼈(투항매물)를 넘겨받고자 하는 것이죠

그 방식은 이러합니다.

첫째, 동시호가 대기 물량은 가격>시간>수량 순으로 체결됨을 이용해 장전에 대량 매수 대기합니다.

둘째, 우선순위 매수 체결될 최저점) ||||||에 닿도록 공매도를 합니다. ??셋째, 최저점에 투항 매물을 받아먹다 동시호가 물량이 소진되기 전에 윗호가) |||||||를 채워넣습니다.

공매도는 매수 물량을 소화한 만큼 초도물량 이상의 투항 매물을 윗호가) ||||| 에서 매집해야 합니다.

따라서 몇 번이고 매수 대기를 채워넣는데 그 뒤로 개미가 달라붙는다? 호가를 더 내리거나 확 올려놓아야 하는 상황이 생깁니다.

분명한 것은 공매도 또한 실제 결제 시점에 이르면 상환을 해야 한다는 사실입니다. ?
현재 공매도는 넘겨준 초도물량만큼의 투항매물을 넘겨받지 못하고 있습니다. ??빌린 주식(초도물량)보다 값싼 물량(투항매물)을 확보하지 못한 공매도는 손실을 확정하게 됩니다.

상환 기일은 다가오는데 투항매물은 초도물량에 비해 턱없이 모자르다면 상당히 초조하겠죠?

잊지 마시길 바랍니다. 공매도 입장에서는 ‘저점에 100주 대기한 개미’보다 ‘저점 윗호가에 1주씩 달라붙는 개미’를 털어내는 일이 까다롭습니다.

증권 범죄 합수단 부활 “엄정한 수사 예고”
: https://news.v.daum.net/v/20220517184302034?x_trkm=t

한투연, 인수위에 공매도 제도 개선 방안 제안
: http://naver.me/FjxS4X9T

[단독] 尹에 코드맞춘 법무부 “불법 공매도, 주가조작급 엄벌”
: http://naver.me/FshT1EHV

“새정부 자본시장 활성화 정책방향”
: https://news.v.daum.net/v/EPGaP63QLm"
2022.06.17 22:51,카카오,증시버블@지수 단기반등구간 가즈아~~,"크하하하하 3개월동안 버블터진다 했죠?

전 오늘 곱버 비중 줄이고 단기반등 노릴라고 현물과 레버 매수했네용
그렇다고 하방 끝난거 아닙니다

2400은 단지 심리적 지지선 마지막 개미들 개구리탕 만들기 위함 ~

짧게 현물거ㅏ 레버 먹고 다시 하방^&^

ㄹㄹ루룰ㄹ루ㅜ
설마...
제 글 보고도 욕하거나 어디 물려있거나 계속 물타는 사람 없쥬?

이번년도는 현금확보, 하방배팅 하는 년도라 ?는뎅
룰ㄹ룰루루루루루룰ㄹ"
2022.06.17 23:02,카카오,IMF오면,"대출금리 20% 알지? 글케되믄 나라에서 파산
신청도 안받아. 걍 못갚음 뒤지는거임."
2022.06.17 23:38,카카오,5만온다,그전까지 반등 없다 끗
2022.06.17 23:41,카카오,유투버조심 ㅋㅋ팍,"이제와서 바닥 1년내내 계속매수팍
7만오니 바닥 이란다 아놔 팍~~~
주린이들 불쌍 팍팍~~~ㅋㅋ
35년 노하우가 15~ 7까 지계속매수
으이그 팍~"
2022.06.17 23:52,카카오,나스닥,내려가네요 ㅠㅠ
2022.06.18 00:13,카카오,이게 다 문가때문인데.,"카카오는 타회사 인수해서 성장빨로 먹고사는데,
작년에 정부에서 제동 걸었지.
인터파크도 덕분에 야놀자에서 가져가고
성장모멘텀 없어지고
카카오가 자기사업 키운게 몇개 있나?
카카오모빌리티도 내다팔 생각하는 마당에."
2022.06.18 00:13,카카오,카카오,"주가가 왜 이모냥이냐?
혹시 이모티콘 불경기라 잘 안팔리나?"
2022.06.18 01:10,카카오,직원들 주4일제ㅋ,"주식시장은 주 5일젠데ㅋ
카카오 주식 주 4일만 거래하게 해라,
회사는 처노는데 주식은 거래되니까 만날 떨어지네ㅋㅋ 개미들 돈으로 보너스 잔치 벌이고 할일 없으니까 처노네ㅋ
쉬는 날 폐지라도 주워서 개미들 나눠줘라 개10×키 카카오 직원놈들아,"
2022.06.18 01:19,카카오,●●,"흠?

찐바~ 6. 마넌

생각하고 있었는데?

챠트보니?

4 만대 였엇네?

우야~~~꼬ㆍ


ㅋ"
2022.06.18 02:04,카카오,밥팅들 보슈,"카카오는 2.3만원대에 개미들이 왕창.
군집을 이루고 있슈.
바닥은 아직 멀었슈.
누구 좋으라고 저걸 다 끌고 오르갔슈.
돈의 셈법을 먼저 공부하슈.
그담은 인정을 하슈.
내가 보고 싶은것만 보지말고.
쓴소리도 들을줄 알어야제"
2022.06.18 08:00,카카오,호재떴네요 상한가갈듯 쩜상,https://www.google.com/amp/s/amp.seoul.co.kr/m/20220617500151
2022.06.18 08:07,카카오,"하방예약이네,","주가 이지경을만들어놓고
주4일제,
일이나 처해라. 노는거 좋아하지말고
등심들아"
2022.06.18 08:08,카카오,적폐 기업,"포털 이란 넘이 형평성 잃은 기업
다음다시 돌려놔라."
2022.06.18 08:23,카카오,모빌리티 매각하려는 이유,"카카오는 카카오모빌리티를 ipo하는 조건으로 TPG에게서 6,307억을 투자받았고, 올해 안으로 상장 못할 시 투자금 회수에 들어갈 거라는 기사들이 많지.
문제는 문어발식 분할상장을 막겠다는 정부의 공개적인 발언이 몇차례 있었고, 무엇보다 금융 당국이 통과시켜 준다고 하더라도 현재 금융위기 + 카카오 문어발 상장과 주주보호에 대한 부정적 이미지가 겹쳐있어 성공적으로 치르기 매우 어렵다는 관측이 지배적이다.
그렇다면, 카카오로서 남는 패는 모빌리티를 매각하는 것과 투자금을 돌려주는 것인데.
저 투자금을 돌려주려면(이자까지 회수인지는 계약사항을 모르겠다) 결국 카카오가 현금을 마련해야 한다. 내 생각에는 아마 카카오 주식을 매각해서 돌려주겠지.
보유하고 있는 현금으로 돌려줘도 실적에서 까먹는 거라 주가는 어떤 식으로든 떨어질 거다.
가뜩이나 거의 1/3 토막난 주가인데, 경영진은 부담감을 느낄 테고, 그래서 나온 나머지 패가 매각.
근데 또 하필이면 매각협상하는 곳이 사모펀드 MBK. 어떤 곳인지는 다들 잘 알 테고.
아참, 그리고 카카오만 봐도 가을에 큰 이슈가 하나 더 있자나. 그건 이 다음에…"
2022.06.18 08:55,카카오,카카오 그룹 주가 하락 이유 분석 및 전망,"ddomi.tistory.com/231

저도 주주이지만 물타는건 나중으로 미루세요. 그래야 주가도 덜 떨어집니다."
2022.06.18 09:19,카카오,까까오 금요일격주,주주들은 그지만들어놓고
2022.06.18 09:28,카카오,그놈의 유대자본은 언제 들어오냐?,"영두야
대답좀해주라"
2022.06.18 09:53,카카오,평단 11만...,"물타야할지;; 손절쳐야할지;;;ㅜ
그지같은회사 선뜻물이안타지네요...
다른분들 평단은 어느정도인가요??"
2022.06.18 09:57,카카오,지난 10년간 현 주가보다 높았던 구간,"꼴랑 1년하고도 수개월
나머지 8년하고도 수개월은 현주가보다 훨씬 밑에서 놀았던 종목.
?의 포인트를 이해한 애들은 지금이라도 조금이나마 투자금 건지는거고 otherwise 스스로 장투라고 위안하는 수밖에 없지 않을까?

젓갈같은 얘기라 여기지말고 위에 ?이 한말 직접 객관적으로 살펴봐바. 젓갈같은 종목인지 꿀종목인지 지금은 어느 포인트에 있는지 매수 타이밍인지 매도 해야겠는지 이성적인 판단을 할 수 있겄지?!

성투"
2022.06.18 10:04,카카오,계속사라 팍팍 ㅋㅋ 유튜버 조심,"이미 큰 사고 치고도 당당함 부끄러움x
35년 노하우가 15부터 7까지매수팍팍 저말 믿고 매수한 당신 머리를 책상에 팍팍
반등 나오지만 주도주 이미탈락
개라이히어 팍팍 ㅋㅋㅋㅋㅋ"
2022.06.18 10:05,카카오,그놈의 유대자본은 언제 들어오냐?,왔다 감 ㅋㅋ
2022.06.18 10:57,카카오,앵두햄 ㅋㅋ목표가 12만 설정하면우짜노 ㅋㅋㅋ,개미들다 20넘어간대서 삿는데 ㅋㅋㅋ개미들 돈다어쩌노
2022.06.18 11:36,카카오,카카오 5만 올까!?,5만오면 조금사야지 ㅋㅋ
2022.06.18 12:53,카카오,통곡의벽 형이다,"^^

요새 주식계좌보면 살맛난다

공매도 좋타아~~~


카카오 주린이들

요새 주식 공부 인생 경험

잘 하고들 있지???"
2022.06.18 12:54,카카오,자이언트 스탭으로는 물가 못잡는다는 악재 기사 나왓네 ㅜㅜ,"울트라 타이탄스탭 나올거라는 예측 나옴

美연준 내부 자료 “자이언트 스텝도 부족…금리 4~7%까지 올려야”
입력2022.06.18. 오전 9:51
70
135
본문 요약봇
텍스트 음성 변환 서비스 사용하기
글자 크기 변경하기
SNS 보내기
월스트리트저널 인용 보도

원본보기
제롬 파월 미국 연방준비제도 의장이 지난 15일(현지시간) 기준금리를 0.75%포인트 인상한다고 발표하고 있다. AFP연합뉴스
미국 연방준비제도(Fed·연준)가 현재 제시한 3%대 금리로는 인플레이션에 효율적으로 대처할 없고 올해 안에 금리를 4~7%로 올려야 한다고 분석하고 있다고 미국 월스트리트저널(WSJ)이 17일(현지시간) 보도했다."
2022.06.18 12:58,카카오,경고! 리먼사태 닷컴버블 차트비교시,"앞으로 -50%-더 빠진다
매수금지 매수금지"
2022.06.18 13:23,카카오,예견된일.. 진작에 손 털었어야했다...,"코로나 직후 무분별하게 돈찍어서 풀어대더니 화폐는 휴지조각 되어 가치는 내려가고 주식시장은 적자기업도 모든기업들이 적게는 100프로 많게는 500프로 이상씩 오르고 화폐가치 폭락으로 집값은 폭등한 상황 . 지금 주식시장 버블은 맞음.

자이언트 스탭 0.75%로는 물가 못잡는다는 기사 나왔네

4~7% 올려야 돈 푼거 거둬들이고 물가 잡힌다네"
2022.06.18 13:41,카카오,유영두 회장믿고 쭉 갑니다,"절대 안팝니다



















카카오 안샀음"
2022.06.18 13:52,카카오,카카오 12만원 간다,지금사면 1주당 5만원씩 번다
2022.06.18 13:54,카카오,ㅋㅋㅋㅋ 액분전 28만원,"아직도 비싸 액분전 20만원도 비싸
비싸"
2022.06.18 14:19,카카오,호재 중의 호재,"개미가 팔기 시작했다
시장 상황이 안좋아 오르는건 확신하기 어렵지만 더 이상 폭락은 하지 않을거라는 확신은 선다
매수 싯점인데 돈이 없는게 아쉽다"
2022.06.18 14:21,카카오,카카오로또복권이나 하나만들자,"전세계인을 상대로판매(주2천억목표)
번호 6개맞으면 1등(당첨금30%)
5개맞으면 2등(당첨금35%)
4개맞으면 3등(당첨금35%)"
2022.06.18 14:37,카카오,검찰 대통령 경제에는 관심 없는 듯!,"대통령은 나라가 엉망인데 취임 후 경제 문제 해결은 뒷전이고 정치 싸움질만 하고 국민의힘은 대통령힘 실어주기 정당으로 명칭을 바꿔라!
민주당 싫어서 니들 찍은 내가 정신 나간 놈 이다."
2022.06.18 14:59,카카오,월봉 무너질때 못판개미들,주식접어
2022.06.18 15:47,카카오,누차 이야기하지만,통수조심
2022.06.18 16:40,카카오,카카오 2만 빠르게 갈듯,"카카오 젤 잘하는거

1.내수빨기
2.미래투자

2번 개박살남 클레이튼
어디서 근본 이더리움 베껴서 nft 흉내내려다가

다떠나쥬 세계에서 클레이튼?카카오? Who??

Wtf 끝"
2022.06.18 16:47,카카오,꼭대기에서,밑에 구경중인사람 어쩌누 에혀..
2022.06.18 16:51,카카오,아직도 시총이 32조야?? 적정주가 3마넌,ㆍ
2022.06.18 17:02,카카오,지금부터 모아가세요,"1주씩

8만원에 물린 호구들

OOO들

주식도 못하는것들"
2022.06.18 17:19,카카오,금요일 격주 휴무 카카오 실적 하향,"정상출근해도 실적 빠지는데
직원들 이제 더 많은 요구를 하기시작 할꺼임
현대차 노조처럼"
2022.06.18 17:35,카카오,윤재앙 씹재앙 신나는 노래,우리한번 ㅈ되보자
2022.06.18 17:55,카카오,카카오 3만원까지 보셔야 할것 같네요..,"솔직히 엄청나게 고평가 되었던 종목이었는데...

하락장이 시작되자 거품이 빠르게 사라지고 있네요...

지지라인 8만원을 깨면서 7만원 초반까지 가는데 일주일 걸렸습니다.

5만원까지 쉽게 빠질거라고 보구요...

안타깝지만... 3만원까지 열어 두셔야 합니다.

카카오 16~17만원 부근에 물려 계신분들은 부정하고 싶겠지만..

현실입니다..

현대건설 30년전부터 지금까지의 챠트를 보시면 이해가 가실거라고 봅니다."
2022.06.18 18:04,카카오,앵두햄 목표가12만 ...반등b파에팔라는..,개미들 15 14 13만 계속사라해서삿는데 손해막심
2022.06.18 18:11,카카오,존리를 고발합니다,잘못된 매매로 일반인들을 고통속에 넣엇습니다
2022.06.18 18:28,카카오,미장 기술주폭등 내일카카오 87000돌파확정,ㅅ
2022.06.18 18:51,카카오,주4일근무,"ㅋㅋㅋㅋㅋ
많이 해먹었구나

4일 일하구 3일쉬고"
2022.06.18 19:04,카카오,대주주매도떡락 할듯합니다,"신원근 카카오페이 대표, 20만원에 지분 팔고 7만6000원에 재매입
김지호 기자 입력 2022-06-17 00:20 수정 2022-06-17 00:20"
2022.06.18 19:15,카카오,76000원에 물렸어요,5주
2022.06.18 19:19,카카오,기초부터 공부하세요,https://youtu.be/yi887-zJoa0
2022.06.18 19:54,카카오,주식 잘하네,"신원근 카카오페이 대표, 20만원에 지분 팔고 7만6000원에 재매입
김지호 기자 입력 2022-06-17 00:20 수정 2022-06-17 00:20"
2022.06.18 20:06,카카오,앵두햄 패밀리 전부이글봐라....,"앵두햄이 지금...유투브영상보면 12만원에 유대금융자본이 빠져나갈라고한단다...
반등 b파 12만에팔라고하는데..?그럼 15만에 사라 14만에사라 13만에사라 그러면 손해보는개미들은 어쩌냐..??
20만간다고 5파남앗다고 하더니 이제방송켜서 5파가 17만?고 끝낫다 이렇게 말을 반복하는데...
뭐에 씌여가지고...믿고 사지마세요~"
2022.06.18 20:10,카카오,월봉봐라 답없다 유앵두는 왜 추천한거야 개미물려서 후회하게,물린개미들 어쩔거냐 비자발적 장투벌레네
2022.06.18 20:16,카카오,17만원 1500주 물림,여보 미안해
2022.06.18 20:18,카카오,ㅋㅋ10만원부터 개미들 올라타서 12만에 팔고떠난다네 ㅋㅋㅋ,15만부터 산개미는 뭐임?ㅋㅋㅋ
2022.06.18 20:24,카카오,물린거 파는 순간 급등,팔지말고 존버하십시요
2022.06.18 20:59,카카오,월봉봐라 답없다 유앵두는 왜 추천한거야 개미물려서 후회하게,7만에 지가 살라고 ㅋㅋ
2022.06.18 21:00,카카오,삼전은 외국인 연일 탈출이고 칵카오는 외국인이 사기 시작했다 나도 삼전에서 갈아탔다,삼전은 외국인 연일 탈출이고 카카오는 외국인이 사기 시작이다 지금팔면 외국인들만 좋은일 시키는거다
2022.06.18 21:02,카카오,ㅋㅋㅋㅋ 액분전 28만원,36만원이다 5배액분ㅋㅋ
2022.06.18 21:07,카카오,카카오,이젠 떠날 때가 된 듯 ㅡ
2022.06.18 21:31,카카오,"카카오 적정가 30,400원",라고 봅니다
2022.06.18 21:49,카카오,속보] 무슨 호재냐,"신저가
악재 대부분 반영

57,600 입벌리구
기다린다/ 저점분석


엘리어트파동 마지막 국면진행중
5만대부터 분할 매수하라
저점은56,000 전후


야ㅕ들이
요즘 마구 흔들어 개미즉이려...
장난



웃으며 기다려
바닥오면 받아가셔라


도박장 변색

증권 일하는 OOO
마구 문자날려 개인들 돈 뺏으려 안달


사기치는 짓 그만
합법적 사기
강탈

패가망신"
2022.06.18 21:52,카카오,지금도 너무 고평가 주식입니다,"이주식 액면가 100원짜리입니다
문정부때 카카오그룹 최대로 문어발씩 확장하고
골목 상권도 싹스리하고
해택 많이 받아지만 이번 정부에서
최고 피해볼것으로 보이며
적정가 5만원대로 봅니다
아직 매수 시기는 아닌듯합니다
이주식 사는 것보다 삼성전자 사서
배당금 받는게 훨씬 좋을듯 하네요"
2022.06.18 21:59,카카오,월요일 6카오,잘가고 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2022.06.18 22:18,카카오,내눈에는 3만원대까지 내려갈 가능성 높아보이는데 내 착각임?,ㅈㄴ 높아보임ㅋㅋ
2022.06.18 22:44,카카오,"미래소녀,한동훈 딸 결국 고발됐네요.","https://youtu.be/pfwCzEuxxzA

한동훈 장관 딸이 앞으로 올 미래에 봉사활동을 했다고 직접 싸인까지 했다. 이거머냐? 한동훈 딸은 시간을 달리는 소녀인가?ㅋ 미래에서 봉사활동하고 현재로 돌아왔나?ㅋ
7월 활동기록표에 봉사활동 완료했다고 싸인이 되어 있어. 동훈이 딸 싸인이ㅋㅋㅋㅋㅋㅋㅋ
시간여행하는 초능력으로 X맨 사관학교 가려고 하나보지ㅋㅋㅋ"
2022.06.18 22:55,카카오,주주는 속이 썩어가는데,주 4일 근무하면어 억대 연봉 받으니 참 자랑스럽다
2022.06.18 23:05,카카오,무상증자 1; 5 -참고하세요-,"조광 ILI ( 044060 ) = 공시내용 참고

500% 무상증자 6/ 17종가 13,150원
월요일부터 점상 예상
투자에 참고하세요"
2022.06.18 23:27,카카오,비트코인 개작살 나는중이네,월요일 또 얼마나 폭락하려나
2022.06.18 23:49,카카오,하반기 인플레이션이 둔화될 것이라는 3가지 근거,"개인적인 공부차원으로 하반기 인플레이션이 둔화될 것이라는 근거 3가지에 대해 글을 써봤습니다.

5월 CPI에서 주로 에너지, 식료품, 주택가격의 영향으로 물가가 높게 나왔는데

주로 이 3가지 영향에 대한 하반기전망과 향후 기준금리 인상 둔화에 대한 코멘트가 있으니

틀린부분이나 첨언해야하는 내용있으면 말해주세요




https://market-investment.tistory.com/306"
2022.06.19 00:14,카카오,[돈이끝도없이많은 정신병자새끼는 정신병절대몬고친다!!],지가 의사니까 !!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!'';
2022.06.19 00:16,카카오,[인류사회가 죽어라 노동해서 이런새끼들만든거야!!],돈많으니까 하루에 10톤트럭 쌀 10만대씩 쳐먹게 의무지워야하는데!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!
2022.06.19 01:24,카카오,연준 오늘 기준금리 최소4-7프로이상 발표,"이걸 지금 왜 잡고 있나요
코인폭락 주식폭락 부동산은 대폭락
할겁니다 돈 있음 예금이나 넣어두세요"
2022.06.19 01:53,카카오,Bye,Very sorry to say good-bye.
2022.06.19 04:14,카카오,월요 시초가,"75,000 시작
믿거나 말거나"
2022.06.19 05:40,카카오,덕유산에서 내려 왔습니다,"이번 하락의 시초는 전쟁이다. 전쟁
장기화로 물가상승. 유가.금리상승의
요인이다.
올해 주식농사는 비트코인 과 춤을
이라고 말했다 .
찐 바닥은 알수없다.누군가에겐
기회일것이다.쉽게번돈은 쉽게나간다.그저 땀흘리면서 번돈이 소중한 것이다.
옛적 코스피 400부근이 생각나는 하루다."
2022.06.19 06:49,카카오,덕유산에서 내려 왔습니다,"각 국가마다 화폐가 있습니다.
국가의 근본이 된 (본원통화)를 가상화폐로
대체할수 없을뿐더러 어떤 나라도 그걸 용납
하지 않을것입니다.
하루에도 큰 등락이 요동치는 코인 은
화페의 기능보다는
그저 파생상품의 일종인것입니다.
본원통화의 역사가 몇천년을 이어져
왔는데 한 순간그걸 대체할순 없을것입니다.
혹, 100년 후라면 모르겠습니다.
코인을 인정할런지."
2022.06.19 07:02,카카오,"네이버 수개월서 반토막 나,시가총액매출액영업이익에해답 있어,거품 다 꺼진다","카카오 왜 이러나??? 액면가 100원 등 다 사기성장해, 대한민국 제일 썩은쓰레기 강간범검사 한똥훈이 수사 안하고 덮은 미래애셋 성융광전,연합과기,전병서화풍방직,Mb강만수임기영세종갑홍성국의원미래애셋리써치장사장 그 유명한중국고섬 중국은행상대 532억 소송이겨 결론 수백억 벌어 최현만,박현주 삼성김앤장 능가 무서운놈들였다. 카카오페이유사장500억스톡옵션 챙겨퇴사해 빈껍데기회사 개발자임금거품1억7천만원 월급 주고, 뭐 남나? 홍춘욱Ipo거품사기상장해 100원짜리 5천원 종업원까지 등쳐 사기상장해 페이뱅크. 다 롯데쇼OOO격호 5만원짜리 40만원 사기상장수법 똑같다. 판검사경찰부패쓰레기 1등국가 한동훈 검찰,경찰 국민세금월급 받아 비리범죄 수사하는 국민종입니다. 1조원성융광전 수천억금융사기일체수사 안해 중앙지검고검대검접수된 고소장이 수천장 피해자10여만명 넘어,미래애셋,김석동금융위,한똥훈강간범매형마누라파트너김앤장,신희강태평양,판사곽경직중국고섬사외이사가 이명박수십조뇌물부패대통령똘마니 권성동,주호영오야붕이다. 따거큰 형님 윤석열2200조나라빚에,국제수지대규모적자?환,고유가,빚더미한국 국가디폴트직전에 있어 영업이익 거의 없고 빈껍데기 성장성운운 카카오 네이버 망해 없어져,1등 11달러 쿠팡 보면 미래가 뻔하다 , 환경파괴1등국가,각종부정부패뇌물쓰레기왕국 한국압도적1위 윤석열한동훈김학의김수창 강도태원주윤중천 별장서 달밤에 뭘했나??? 다 벌거벗고 마약섹스파티해. 제일 썩은쓰레기가 주호영,곽경직,배광국,양승태,신영철,이상훈,김용덕,김앤장변호사였다. 주식 팔아 처먹고 사는 최수연 김범준 쿠팡꼴 나지 말고 이재용50조 버는 삼성전자 사라!! 전세계반도체주식 하락률 제일 낮아,"
2022.06.19 07:57,카카오,착각마라. 아직 바닥아니다,월요일에도 급락
2022.06.19 09:18,카카오,손절하지 마세요,"주식 파는 순간 급등할 겁니다

손절하지마시고 존버하세요"
2022.06.19 09:19,카카오,지난 5월9일.............,"지난 5월9일.............




문재인 마지막 날인 5월9일
코로나19의 누적 사망자가 23.360명으로 마침내 2만3천 명을 넘어섰다.

세월호 사망자 304명일 때. 문재인이
국가적 재난은 모두 정부 책임이라고 떠들었는데,

사망자 23,000명이 넘어선 지금, 문재인은.
이제 자신이 한 그 말에 대해 책임을 져야 하겠지"
