전체날짜,종목명,제목,본문
2022.06.19 09:32,카카오,자본주의시장의 허 와 실,"주말 잘 보내고 있습니까
지금 세계 경제는 퍼펙트 스톰이 몰려올것 같네요.
얼마 안되지만 두중 월요일 시초가에 바로 손절하고 좋은날(2023년 상반기) 올때까지 대기합시다.
미국이 코로나 기간에 풀어놓은 돈 때문에 세계 경제가 소용돌이 칠 것 같습니다. 특히 신흥국 시장은 박살날 거 같네요.
특히 부채가 많은 금리 민감 주 카카오와 같은 성장주는 1차 타켓이 됩니다.
그나마 버티고 있는 2차전지 주가 폭락할때쯤 기회가 올것같네요.

그래도 주식을 계속하고 싶다면 기회가 언제올줄은 모르겠지만 그때 재도전해도늦지 않습니다.
지금은 거대 퍼팩트 스톰을 피할때 입니다."
2022.06.19 10:12,카카오,다음주,"65,000원 연말까지 5만냥"
2022.06.19 11:24,카카오,한물간 카카오,"남은건 손절못하는 모지리들 밑빠진독 뻔한데 삥뜯어 먹는재주는 비상한기업 어찌하면 삥뜯을까 중계삥 그러니 국정감사에서 뚜드려맞지

나락 놀음판 만들어놓고 삥뜯는기업"
2022.06.19 11:25,카카오,진짜,망했다.ㅡㅡㅡ
2022.06.19 11:48,카카오,한물간 카카오,"삥도 부촌에선못뜯고 난민촌 하루벌어먹는 난민촌에서 삥뜯는 재주는 비상 그러면서 아이티 혁신이래

모지란놈"
2022.06.19 11:51,카카오,63500~65000원,"부채도사가 한 번 되보지요....63500원에서 65000원 사이에서 통 크게 매수해보세요....

8만원대 중후반 이상의 반등 먹고 나오시구요...."
2022.06.19 12:21,카카오,소상공인 피빨아묵는기업 ㅋㅋ,ㅋ
2022.06.19 13:25,카카오,5만원 이하 우량주 진입 그이상은 그냥 대형주,"내가 12만원 일 때도 아직 카카오 저금리 유동성으로 오른 거품이다

풀랫품기반 문어발 확장이다. 다른 나라 다 비슷한 풀랫품 있어서 글로벌 확장 어렵다

너무 무너발 해서 규제받는 중이고 12만원도 상당히 고평가라고 했는데

15만 12만 10만 일 때도 주린이 들이 혁신 혁신 혁신 기업이라고 아주

주식이 뭔지도 모르고 지알 발광을 하던데 정적 왜 혁신 적인지

왜 다른 호구가 그이상 더 비싼 가격으로 살 수 밖에 없는지 이유

아는 주린이는 없음 ㅋㅋㅋㅋ

주식은 걍 내가 매수한 가격보다 다른 호구가 더 비싸게 살 수밖에 없는

이유가 분명하면 그 때 사는거야 ㅋㅋㅋ

카카오 음 금리도 오르고 시중에 주식시장으로 들어 올 돈도 없고

5만원 이상이면 더 비싸게 사줄 호구가 많지 않은거 같은데 ㅋㅋㅋㅋ

뭐 주린이 말대로 혁신기없이라고 생각하는 호구들을 계속 물타기 하겠지

ㅋㅋㅋ"
2022.06.19 13:37,카카오,2만원대 오면,쬐끔 매수해볼란다
2022.06.19 14:07,카카오,상투친지 일년,딱 일년전에 1자리 수 더 있었네요
2022.06.19 14:10,카카오,문재인 각하가 연 경제대호황 윤재앙이 말아먹네,"경기침체 고맙다 윤재앙련아
윤재앙 ㅅㅂ"
2022.06.19 14:45,카카오,구글 인앱결제 법 개정안 발의,"https://im.newspic.kr/GDAjlvl

떡상가냐?"
2022.06.19 17:00,카카오,나도 매일 결제한다,"https://im.newspic.kr/94rUiuh
주주 도원결의 카카오 올리보자"
2022.06.19 17:49,카카오,카카오가 TPG에 목이 조여서,"카카오모빌리티 황금알을 빼앗길지
카모팔리면 충격한번 올텐데 그때 들어가면 안성맞춤"
2022.06.19 18:18,카카오,조만간 6만!!!,기다려 4만!!!
2022.06.19 18:44,카카오,여러분 여러분,모두 거지 데세요
2022.06.19 19:14,카카오,쓰레기같은 기술력없는,거져 쳐먹으려는 기업은 망해야......................
2022.06.19 19:41,카카오,팩트체크)적정 주가,"33,000원"
2022.06.19 21:26,카카오,카카오 실적 분석 및 전망입니다.,무작정 물타지 마시고 분석글 읽고 대응하세요.
2022.06.19 22:28,카카오,카카오 주주는봐라 천보 앨엔에프 에코프로비엠,이세종목으로가면 카카오 1만원오를때 적어도 3만원오른다...진짜 손절뭐뭐무한테당하지말고 제대로 구별해서 종목골라라
2022.06.19 22:31,카카오,앵두믿고 주식산사람봐라,15만부터 계속 사라고 햇엇지 근데 이제는 20만간다는소리안한다 5파가끝낫고 반등 b파 12만원에 팔랜다 그러면 13만14만15만 담은 개미는???제발주식 누가사라고해서 사지마라
2022.06.19 22:46,카카오,하반기 인플레이션이 둔화될 것이라는 3가지 근거,"개인적인 공부차원으로 하반기 인플레이션이 둔화될 것이라는 근거 3가지에 대해 글을 써봤습니다.

5월 CPI에서 주로 에너지, 식료품, 주택가격의 영향으로 물가가 높게 나왔는데

주로 이 3가지 영향에 대한 하반기전망과 향후 기준금리 인상 둔화에 대한 코멘트가 있으니

틀린부분이나 첨언해야하는 내용있으면 말해주세요




https://market-investment.tistory.com/306"
2022.06.19 22:52,카카오,지금도 너무 고평가 주식입니다,적정가 5만원대로 봅니다
2022.06.19 22:55,카카오,내일장 관심주 완전 저평가된 2차전지 SK아이이테크놀로지,"단기적으로 완전 저평가된 2차전지 관련주 역대 최고의 공모주중 하나였던 SK아이이테크놀로지361610,
그리고 고점대비 50%가까운 하락 KODEX K-메타버스액티브401470
월요일 두 종목 단기적으로 접근가능한 종목들입니다.
분할매수로 접근하면 괜찮은 주식들입니다."
2022.06.19 23:00,카카오,ㅋㅋ,"완전 고평가된 주식 카카오는
민주당과 연관된게 확실한거 같다
이제 버리는거지 5만윈 아래 예상한다
연봉 주봉 봐라 개판이다"
2022.06.19 23:01,카카오,8년차 주주가 후달리는 개미들에게.,"떨지마라.
믿어라 카오를
결국
이 세상을 카카오 유니버스가
지배할것이다.

미 증시도 곧 회복된다.
이념은 버려도
돈 잃는건 못 참는게
자본주의다.
한여름 가면 다 지나간다.
꾹쥐고 존버해라.

은행적금 쥐꼬리 이자도
최소 일년은 견뎌야
받을 수 있다.
일년 안걸리다.
회복하는데..."
2022.06.19 23:15,카카오,내일장 2차전지 SK아이이테크놀로지 단기적으로 괜찮은종목,"내일장 2차전지 SK아이이테크놀로지 단기적으로 괜찮은종목

역대급 공모주였던 2차전지 관련주 SK아이이테크놀로지와
KODEX K-메타버스액티브
단기적으로 완전 저평가된 2차전지 관련주 역대 최고의 공모주중 하나였던 SK아이이테크놀로지
그리고 고점대비 50%가까운 하락한 KODEX K-메타버스액티브
월요일 두 종목 단기적으로 괜찮아 보이는 종목이네요~"
2022.06.19 23:58,카카오,앵두믿고 주식산사람봐라,ㅋㅋ 매수한사람있나보네 ㅋㅋ
2022.06.20 00:11,카카오,카카오는 정치적 중립을 지키라.,"주가는 미래를 본다
카카오는 정치적 중립을 지키지 못해 외인들이나 투자자들에게 외면받고 있다.
카카오는 창립자가 주인이 아니다. 주주가 주인이다.
카카오든 네이버든 대한민국 언론 조작에 앞장선다면 미래는 없다.
35,000원까지 하락이다 그때까지 잘 생각하라~~"
2022.06.20 00:19,카카오,껄껄껄 그럼 그렇제~,"‘혁신’의 아이콘으로 조명받던 카카오택시를 운영하는 카카오모빌리티가 매각설에 휩싸였다. 3000만명 이상의 회원을 보유한 카카오모빌리티를 매각하려는 카카오의 의중을 두고 다양한 해석이 나오는 가운데, 카카오모빌리티 직원들은 노조를 결성하는 등 매각 반대 의견을 내세우고 있다."
2022.06.20 00:35,카카오,12년간 불법 공매도 위반자 93% 외국인 투자자,"아직주식하나 ㅋㅋㅋㅋㅋ

무차입공매도찍고 잠수타면 너거들 못이긴다

상환기간없다

바카라 가서 홀짝게임이나해라 그게 확률더높다"
2022.06.20 01:49,카카오,처음이라 잘모르지만,주식초보가 보기엔 하락이 멈추고나서 횡보가 3~5년 봅니다.
2022.06.20 02:59,카카오,12만4천원 ㅠㅠ 평단인데,이거 4만원까지 하락 문이 열리고 정말 무섭다 ㅠㅠ
2022.06.20 03:21,카카오,통곡의벽 형이다,카카오 내 공매도 전용 atm기~~
2022.06.20 05:23,카카오,여기는 주린이들이 개많내,"얘들아 주식은 도박장이야 니들이 생각하는 실적 성장성 이런거는 주가 영향 미미해 그냥 심리적 안정감을 줄뿐이고
상폐걱정이 없는거지 니들 계좌가 우상향한다는 생각은 접어둬 딱보니까 바닥도 안보이고 하락끝나고 몇년 횡보만 해줘도 감사합니다 해야될판이구만 개꿈꾸고있네"
2022.06.20 05:32,카카오,소리질러~~~^^,"드디어,금주시작하는오늘부터D-DAY출발합니다.카카오가드디어6만대진입합니다ㅋㅋㅋ,소리질러~~^^ㅋㅋㅋ,6만~6만~~6만~~~ㅋㅋㅋ
금주에는6만보고,6만대횡보입니다ㅋㅋㅋ"
2022.06.20 05:51,카카오,ㅇ,오늘은 얼마 터질까
2022.06.20 06:03,카카오,유영두 이사람말믿고매수한사람들,"지금심정 어떤가요? ㅋㅋ 안봐도 계좌손실 20%~30%이상씩 마이너스 널려있을텐데 ㅋ
팍~팍~ ㅋㅋ 코메디가망한이유는 요즘 유튜브 관종들이많아서임"
2022.06.20 06:22,카카오,뉴욕시장 휴장,노예해방기념일
2022.06.20 07:16,카카오,유영두 이사람말믿고매수한사람들,"20~30%는 양호한거지
173000에서 73000인디
개라이허 팍팍팍"
2022.06.20 07:24,카카오,ㆍ,"고사지내자
오늘은 -25%가자고"
2022.06.20 07:25,카카오,카카오 모빌리티,"7조에 매각하는거나 매각하면 카카오 주가 20%빠지는건 시간문제인데ㅋㅋㅋ
카카오는 매각하면 이득없이 모빌리티만 넘겨주는거네ㅋㅋㅋㅋㅋㅋ 카카오는 진짜 대가리들 생각하는 것만봐도 토나오려 함"
2022.06.20 08:14,카카오,~~미선물 아침부터 폭등 ~~!!,달려 >>>>>>>>>>>>>>>>.
2022.06.20 08:19,카카오,부자아빠가 카카오 끝났대,ㅜㅜ 부자아빠가 이미 끝난 종목이라고 말한
2022.06.20 08:19,카카오,부동산 떨어진다고 바랍잡는 집도없는 깨문이들,"벌써 주식으로 미리 작살났네. 이거 참...
이젠 전세도 못구하고 월세로 가야 되는구나.
이거 어쩌나..주식이라도 해서 집한칸 사보려는 야무진 꿈이 산산조각"
2022.06.20 08:21,카카오,카카오나 이 주식을 사는사람이나,"똑같은 족속들 아니냐?

하는짓이라곤 수수료 떼먹기 내수시장 독점하면서 소상공인죽이고 플랫폼 하나씩 유료화 전환.

호구 물어서 ipo화해서 투자금 바짝 챙기기

대충 글써도 하는짓 ㅈㄴ 더러워서 현타오네"
2022.06.20 08:22,카카오,적정가 5만원대로 봅니다,"액면가 100원짜리
문재앙때 문어발식 수혜주는 개박살 날것 갓슈
여기서 놀빠야 대장 삼성전자 가서 놀면
분기마다 배당금이라도 받지요"
2022.06.20 08:27,카카오,ㅋ~,벼락거지 속출!!!
2022.06.20 08:31,카카오,충격적인거 하나 알려준다,엘지전자 시총이 15조대인데.... 카카오 이런게 지금도 32조란다ㅋ
2022.06.20 08:41,카카오,개들이 짖어도 외인은 산다.,"외인들이 사기 시작했다.
몰빵해라.
지그재그 일본 미국 진출
픽코마 일본1위
카카오 유니버스 주목해라"
2022.06.20 08:44,카카오,용솟음 쳐라 카카오,네이버오르는데 카카오 떨어지냐 돌겟네 ㅋㅋ
2022.06.20 08:45,카카오,한심하군,"이럴줄은 알았지만 해도해도 너무한다
개잡주 망해라 ㅆ ㅂ 회사"
2022.06.20 08:47,카카오,ㆍ,나락?
2022.06.20 08:48,카카오,부자아빠 말이 맞네,"한번 상승한 종목은 죽어도 영원히 안오른다는데

바바이 바바야 이러더라 어제

끝났나바 카카오도 해먹은 종목이래"
2022.06.20 08:49,카카오,앵두나무 6만 열렸네.^^,에헤레디야~ 풍년이다~ 목탁을 두들겨라.~~
2022.06.20 08:54,카카오,육카오 굿 얘드라 빼서 비트코인사라,육카오 오카오 가즈아~~~
2022.06.20 08:56,카카오,덮어두세요,"기름값2000원돌파
대출금리 상승중
물가폭등
수도전기도오른다네

주식시장이 잘 될수가없다
안보는게 정신건강에 좋을듯"
2022.06.20 09:00,카카오,죽은 자식 불알,참 씁쓸 에휴 땅꺼짐
2022.06.20 09:02,카카오,kg ets ㄱㄱㄱ,쌍용 내꺼
2022.06.20 09:02,카카오,카카오모빌리티 또 분사하냐?,대체 카카오에 남는 수익사업이 뭐냐?
2022.06.20 09:02,카카오,삼성 m&a진짜하나요?,"2030 시스템반도체 1위"" 선언한 삼성…M&A"
2022.06.20 09:06,카카오,"성탄절이 토요일, 일요일일 경우 월요일을 대체공휴일로 지정해주세요.","성탄절이 토요일, 일요일일 경우 월요일을 대체공휴일로 지정해주세요."
2022.06.20 09:06,카카오,아니...와... 단하루도,단하루도 안올라?ㅡㅡ
2022.06.20 09:07,카카오,또 시작 하누만,이제는 딱 한가지 내가 망했으니 개카오도 망하라고 기도할 뿐이다
2022.06.20 09:10,카카오,거지같은,쓰레기 잡주
2022.06.20 09:11,카카오,뭐든 쉽게 안끝난다..,"오를때도 줄기차게 오르지만...내릴때도 마찬가지..
20-30...돈 쉽게 벌려는 주린이들에게 이번 장이..아주 훌륭한 공부가 될꺼야"
2022.06.20 09:11,카카오,와 ㅅ ㅂ,와 ㅅㅂ
2022.06.20 09:12,카카오,형이 분명 말했다,오늘 -5%가능
2022.06.20 09:13,카카오,입성,수익좀 주셈
2022.06.20 09:13,카카오,코로나 전 위치로 가는게 바로 너의 원래 자리다,정답 알려 드렸음
2022.06.20 09:14,카카오,주인은,이미 욕먹은거 ㅋ 크게 욕먹으나 작게 욕먹으나 같다고생각할듯 ㅋㅋ 고로 해쳐먹을거 다 해쳐먹는거지ㆍㆍ시총봐라ㆍ겁난다겁나
2022.06.20 09:15,카카오,지옥문이 열렸네~,"며칠전부터 얘기했다,,,이제 시작일뿐,,,새가슴들은 주닥하고 나가라ㅎㅎㅎ"
2022.06.20 09:16,카카오,미친 씹까오,죽여라
2022.06.20 09:16,카카오,7만깨지겠네,빡세구만
2022.06.20 09:16,카카오,오늘 꼭 파세요,왜냐면 오늘이 제일 비싸
2022.06.20 09:17,카카오,밍했다,한강간다
2022.06.20 09:17,카카오,개,씹까오 쓰르발
2022.06.20 09:17,카카오,끝났다!!,"카카오
희망이 없다
다들 정리들 해라!!"
2022.06.20 09:17,카카오,앵두믿고 주도주 잘못사지말고 천보 앨엔에프 에ㅗ프로비엠,주도주 2차전지라고 알려줘도 여기서노네 ㅋ
2022.06.20 09:18,카카오,매물대 엄청나게 쌓이네 ㄷㄷ,이거 누가먹으면서 올려줌?
2022.06.20 09:18,카카오,어질어질하다 18 ㅋㅋ,어질어질하다 18 ㅋㅋ
2022.06.20 09:18,카카오,미쳤다,괜히 사서 지랄이네
2022.06.20 09:18,카카오,진짜 도랏네;;,이거 반등이 있기는 하겟노
2022.06.20 09:20,카카오,마지막 기회 주도주 천보 앨엔에프 에코프로비엠,앵두땜에 불쌍해서알려준다 어휴 ㅠㅠㅠ
2022.06.20 09:21,카카오,개카오,칵 퉤
2022.06.20 09:22,카카오,환율 오름세 못막으면,폭락온다. 잘들 판단해라.
2022.06.20 09:22,카카오,6만거는건 당연한 파동이다.,그래도 산 내손가락을 원망해야지
2022.06.20 09:23,카카오,어짜피 5짜는가는데,호구들은 진짜 답없다 평생호구 ㅋㅋㅋ
2022.06.20 09:24,카카오,제발,공매도를 없애던 제발 좀 뭐라도 해라
2022.06.20 09:24,카카오,69900에 매수걸어봄,6자 기념으로
